1	-0.9945	11.908
1	-0.9709	11.8617
1	-0.9745	11.887
1	-1.0269	11.8715
1	-0.9693	11.8586
1	-0.9235	11.9385
1	-0.9217	11.9283
1	-0.8709	11.9647
1	-0.8679	11.9676
1	-0.9271	11.9441
1	-0.7934	11.9765
1	-0.8054	11.9652
1	-0.7723	11.9895
1	-0.8015	11.9537
1	-0.7794	12.0078
1	-0.6994	12.0108
1	-0.6796	12.006
1	-0.685	12.0099
1	-0.7064	11.9963
1	-0.7239	12.0033
1	-0.5877	12.0765
1	-0.5838	12.0579
1	-0.6099	12.0302
1	-0.6213	12.059
1	-0.6222	12.055
1	-0.4908	12.1124
1	-0.5013	12.0583
1	-0.501	12.1081
1	-0.5128	12.0568
1	-0.4971	12.0537
1	-0.3813	12.0931
1	-0.4087	12.1205
1	-0.421	12.103
1	-0.3999	12.1135
1	-0.43	12.1329
1	-0.3268	12.104
1	-0.3057	12.1206
1	-0.3131	12.1196
1	-0.3094	12.1559
1	-0.2682	12.0946
1	-0.2097	12.1641
1	-0.2153	12.1729
1	-0.2017	12.1605
1	-0.2077	12.1123
1	-0.2162	12.1083
1	-0.093	12.1744
1	-0.1074	12.1742
1	-0.1318	12.1586
1	-0.0757	12.1577
1	-0.1162	12.1619
1	-0.0068	12.1639
1	-0.0277	12.1595
1	-0.0113	12.1199
1	-0.0109	12.1632
1	-0.0097	12.1178
1	0.0992	12.122
1	0.1001	12.1546
1	0.1049	12.1263
1	0.1235	12.1807
1	0.087	12.1474
1	0.2262	12.1545
1	0.1764	12.1446
1	0.1904	12.1134
1	0.2311	12.1728
1	0.1981	12.1513
1	0.3226	12.12
1	0.3285	12.133
1	0.2744	12.1092
1	0.3209	12.1551
1	0.2766	12.1001
1	0.4071	12.0841
1	0.3884	12.1329
1	0.3798	12.1246
1	0.3986	12.108
1	0.4237	12.1055
1	0.4769	12.0957
1	0.5012	12.0567
1	0.5051	12.0938
1	0.4894	12.1015
1	0.4762	12.0627
1	0.5964	12.0617
1	0.5873	12.0344
1	0.6055	12.029
1	0.5944	12.0636
1	0.6081	12.0833
1	0.733	12.022
1	0.7151	12.0474
1	0.7039	12.006
1	0.7104	11.9915
1	0.7269	12.0146
1	0.8208	11.9648
1	0.7857	11.9824
1	0.8176	11.9512
1	0.7793	12.0079
1	0.831	11.9987
1	0.8985	11.9334
1	0.933	11.9178
1	0.9056	11.9484
1	0.8983	11.9391
1	0.9306	11.9337
1	1.0325	11.8955
1	0.9802	11.8943
1	0.9824	11.8651
1	1.017	11.9069
1	0.986	11.9014
2	0.0208	11.898
2	0.0306	11.8678
2	0.0328	11.8915
2	0.0147	11.9007
2	-0.0066	11.8503
2	0.1103	11.8402
2	0.0766	11.812
2	0.1303	11.8044
2	0.1148	11.8279
2	0.1066	11.8331
2	0.2007	11.7534
2	0.172	11.7573
2	0.2094	11.7946
2	0.2201	11.789
2	0.2166	11.7949
2	0.2715	11.7197
2	0.2859	11.7431
2	0.3007	11.7263
2	0.2767	11.7015
2	0.2679	11.7381
2	0.4037	11.7053
2	0.4254	11.6843
2	0.4154	11.6909
2	0.37	11.6978
2	0.381	11.7115
2	0.5133	11.695
2	0.487	11.6942
2	0.5174	11.6963
2	0.5116	11.6533
2	0.5099	11.6919
2	0.6089	11.6647
2	0.6184	11.6698
2	0.5839	11.6408
2	0.5724	11.6169
2	0.582	11.6341
2	0.6931	11.6128
2	0.6817	11.6503
2	0.6748	11.6335
2	0.7146	11.633
2	0.7252	11.6137
2	0.7949	11.6328
2	0.7978	11.618
2	0.7862	11.5895
2	0.7761	11.5808
2	0.8214	11.5825
2	0.8719	11.6106
2	0.8844	11.6203
2	0.9222	11.5772
2	0.9328	11.5854
2	0.9161	11.5784
2	1.0075	11.6118
2	0.9983	11.5669
2	1.0083	11.6017
2	0.9929	11.6075
2	1.0117	11.602
2	1.1165	11.6163
2	1.1226	11.6195
2	1.0927	11.6056
2	1.0912	11.5711
2	1.1243	11.5721
2	1.2253	11.587
2	1.213	11.5875
2	1.1908	11.6112
2	1.2089	11.6134
2	1.1952	11.628
2	1.2916	11.601
2	1.3245	11.626
2	1.295	11.6221
2	1.3146	11.6238
2	1.3286	11.6464
2	1.3931	11.6372
2	1.3787	11.6191
2	1.4272	11.6199
2	1.3992	11.6682
2	1.4274	11.6588
2	1.4668	11.6319
2	1.5117	11.6908
2	1.5239	11.6928
2	1.4777	11.6855
2	1.5244	11.6808
2	1.6151	11.7054
2	1.5711	11.7166
2	1.583	11.6616
2	1.6307	11.6626
2	1.6127	11.6876
2	1.7128	11.7356
2	1.7167	11.732
2	1.7171	11.7052
2	1.7321	11.728
2	1.6931	11.7263
2	1.802	11.7973
2	1.8136	11.7777
2	1.8313	11.7578
2	1.82	11.7934
2	1.8205	11.7899
2	1.9303	11.7842
2	1.9289	11.8283
2	1.9251	11.8382
2	1.8864	11.8093
2	1.8859	11.7931
2	2.0035	11.87
2	1.9774	11.8864
2	1.9821	11.8429
2	2.0238	11.8804
2	2.0252	11.8685
